"anio","tabla","variable","definicion","pregunta_literal","universo_literal","regla_derivacion"
2024,"persona","asiste","Variable derivada que se refiere a la condición de asistencia actual de la persona a un centro o establecimiento educativo.","","Para todas las personas. No incluye a la población que reside habitualmente en el exterior y no declararon en la(s) pregunta(s).","Variable derivada de la pregunta 38 “Actualmente, asiste como estudiante a:”. Agrupa la asistencia en dos categorías: 1. Sí (categoría 1 al 7 de la pregunta 38) y 2. No (categoría 8 de la pregunta 38)."
2024,"persona","condact_13","Esta variable derivada se refiere a la situación que distingue a la población en edad activa de acuerdo con su participación en el mercado de trabajo y la clasifica en población económicamente activa (población ocupada y desocupada) y población económicamente inactiva durante un determinado periodo de referencia de acuerdo con las definiciones de la décimo tercera Conferencia Internacional de Estadísticos del Trabajo (13° CIET).","","Personas de 7 años o más de edad. No incluye a la población que reside habitualmente en el exterior y no declararon en las preguntas de condición de actividad.","Variable derivada de las preguntas (P43 a P48) para la clasificación de la condición de actividad en población económicamente activa (población ocupada y desocupada) y población económicamente inactiva durante un determinado periodo de referencia. La población ocupada incluye aquellas personas que respondieron autoconsumo en la pregunta P46 y a pasantes o aprendices sin recibir pago en la pregunta P48. La variable está conforme a las definiciones de la décimo tercera Conferencia de Estadísticos del Trabajo (13°CIET)."
2024,"persona","condact_19","Esta variable derivada se refiere a la determinación de la condición de actividad de la población en edad activa de acuerdo con su participación en el mercado de trabajo y la clasifica en la fuerza de trabajo (población ocupada y desocupada) y población fuera de la fuerza de trabajo durante un determinado periodo de referencia. La variable está de acuerdo a las definiciones de la décimo novena Conferencia Internacional de Estadísticos del Trabajo (19° CIET).","","Personas de 7 años o más de edad. No incluye a la población que reside habitualmente en el exterior y no declararon en las preguntas de condición de actividad.","Variable derivada utilizando las preguntas (P43 a P48) para la clasificación de la condición de actividad dentro de la fuerza de trabajo (población ocupada y desocupada) y población fuera de la fuerza de trabajo (inactiva) durante un determinado periodo de referencia."
2024,"persona","dep_lab_cod","Se refiere al departamento (entidades subnacionales mayores del país en las que se subdivide el territorio del Estado Plurinacional de Bolivia) derivada de la declaración de la persona en la pregunta 52, opción 3 (municipio donde trabaja).","","Personas de 7 años o más de edad.","Variable derivada, codificación de departamento donde trabaja."
2024,"persona","dep_nac_cod","Esta variable derivada se refiere al departamento (entidades subnacionales mayores del país en las que se subdivide el territorio del Estado Plurinacional de Boliva) de nacimiento de una persona. Cabe aclarar que el lugar de nacimiento no es sinónimo de lugar de residencia.","","Todas las personas.","Variable derivada de la pregunta P35_LUGNAC. Esta variable asigna el código de departamento de boleta (IDEP) a las personas que declararon en la opción de respuesta 1 y asigna el código de departamento de la subpregunta P35J_DEPTOCOD a las personas que declararon en la opción de respuesta 2."
2024,"persona","dep_res_cod","Esta variable derivada se refiere al departamento (entidades subnacionales mayores del país en las que se subdivide el territorio del Estado Plurinacional de Boliva) de residencia habitual de una persona. Cabe aclarar que el lugar de residencia habitual no es sinónimo de lugar de residencia.","","Todas las personas.","Variable derivada de la pregunta P36_LUGRES. Esta variable asigna el código de departamento de boleta (IDEP) a las personas que declararon en la opción de respuesta 1 y asigna el código de departamento de la subpregunta P36J_DEPTOCOD a las personas que declararon en la opción de respuesta 2."
2024,"persona","dep_res5_cod","Esta variable derivada se refiere al departamento (entidades subnacionales mayores del país en las que se subdivide el territorio del Estado Plurinacional de Boliva) de residencia de una persona el año 2019. Cabe aclarar que el lugar de residencia habitual no es sinónimo de lugar de residencia.","","Personas de 5 años o más de edad.","Variable derivada de la pregunta P37_LUGRES5. Esta variable asigna el código de departamento de boleta (IDEP) a las personas que declararon en la opción de respuesta 1 y asigna el código de departamento de la subpregunta P37J_DEPTOCOD a las personas que declararon en la opción de respuesta 2."
2024,"persona","edad_qui","Se refiere a la edad agrupada en intervalos de cinco años de edad consecutivos, cada grupo contiene a todas las personas cuya edad esta dentro de cada intervalo.","","Todas las personas.","Variable derivada a partir de la pregunta 26, edad simple de cada persona, agrupada en intervalos de cinco años consecutivos (0-4, 5-9, 10-14, y así sucesivamente), asignando a cada individuo el grupo correspondiente, con el fin de facilitar el análisis estadístico."
2024,"persona","fft_19","Esta variable derivada clasifica a las personas de 7 años o más que en la semana de referencia no participaron en el mercado laboral o, en otros términos, no tenían ocupación ni buscaban activamente una ocupación, por ejemplo: jubilados, estudiantes, amas de casa. La variable está de acuerdo a las definiciones de la décimo novena Conferencia Internacional de Estadísticos del Trabajo (19° CIET).","","Personas de 7 años o más de edad. No incluye a la población que reside habitualmente en el exterior y no declararon en las preguntas de condición de actividad.","Variable derivada de la pregunta P48 (condición de inactividad) para la identificación de la población fuera de la fuerza del trabajo de acuerdo a las definiciones de la 19° Conferencia Internacional de Estadísticos del Trabajo (19° CIET). Anteriormente conocida como población económicamente inactiva."
2024,"persona","ft_19","Esta variable derivada clasifica a las personas de 7 años o más de edad que, en la semana de referencia, en ocupadas o desocupadas, es decir, no estaban ocupadas, buscaban trabajo activamente y estaban disponibles para trabajar. Incluye también, como ocupados, a quienes durante la semana de referencia estuvieron temporalmente ausentes de su empleo por razones circunstanciales. La variable está de acuerdo a las definiciones de la décimo novena Conferencia Internacional de Estadísticos del Trabajo (19° CIET).","","Personas de 7 años o más de edad. No incluye a la población que reside habitualmente en el exterior y no declararon en las preguntas de condición de actividad.","Variable derivada de las preguntas (P43 a P48) para identificar a la población dentro de la fuerza del trabajo de acuerdo a las definiciones de la 19° Conferencia Internacional de Estadísticos del Trabajo (19° CIET). Anteriormente conocida como población económicamente activa."
2024,"persona","g_edad","Se refiere a la edad agrupada en grandes grupos de edad, cada grupo contiene a todas las personas cuya edad esta dentro de cada intervalo.","","Todas las personas.","Variable derivada a partir de la pregunta 26, edad simple de cada persona, agrupada en intervalos más amplios (0-4, 15-64, 65 y más), asignando a cada individuo el grupo correspondiente."
2024,"persona","g_edad_bol","Se refiere a la edad agrupada en grandes grupos de edad, cada grupo contiene a todas las personas cuya edad esta dentro de cada intervalo.","","Todas las personas.","Variable derivada a partir de la pregunta 26, edad simple de cada persona, agrupada en intervalos más amplios (0-4, 15-59, 60 y más), asignando a cada individuo el grupo correspondiente."
2024,"persona","gedadedu","Grupo de edad según asistencia educativa.","","Para todas las personas. No incluye a la población que reside habitualmente en el exterior y no declararon en la(s) pregunta(s).","Variable derivada de la pregunta 26 “Edad” y pregunta 38 “Actualmente, asiste como estudiante a:”. Se clasifica a la población en grupos de edad, según la edad idónea para asistir a un nivel de educación determinado. Las categorías son las siguientes: 1. De 0 a 3 años, 2. De 4 a 5 años, 3. De 6 a 11 años, 4. De 12 a 17 años, 5. De 18 a 24 años, 6. De 25 a 59 años, 7. De 60 o más años."
2024,"persona","hulta","Esta variable derivada identifica si una mujer tuvo una(o) hija(o) nacida(o) viva(o) el último año.","","Mujeres de 12 años o más de edad.","Variable derivada de las preguntas P57A_UHNACMES y P57B_UHNACAN, que corresponde a la identificacion de hijas(os) nacidas(os) vivas(os) durante el último año. Se asigna código 1 cuando la fecha declarada del nacimiento se encuentra dentro del rango de un año calendario anterior a la realización del censo, como código 2 cuando la fecha declarada esta fuera del rango y sin especificar cuando hay omsión a la pregunta."
2024,"persona","i00","Es el número que corresponde a una determinada vivienda donde se realizó el empadronamiento.","Nro. de vivienda","",""
2024,"persona","idep","Corresponde al código que identifica al departamento de Bolivia donde se llenó el cuestionario censal. Un departamento es un espacio geográfico y es la unidad territorial de mayor jerarquía y la base de la organización territorial del Estado Plurinacional de Bolivia. Cada uno de los nueve (9) departamentos del país constituye una entidad autónoma con un gobierno propio, y está conformado por provincias, municipios y/o Territorios Indígena Originario Campesinos (TIOCs).","","",""
2024,"persona","idioma_mat","Lengua que una persona aprende desde la infancia y con la que se desarrolla inicialmente en el ámbito familiar y social.","","Todas las personas.","Variable derivada, conjunción de las variables P341_IDIOMAT_COD y su opción ""No habla""."
2024,"persona","idioma_mayor_uso","Lengua que una persona utiliza con mayor frecuencia para comunicarse en su vida cotidiana, ya sea en el hogar, la escuela, el trabajo o en interacciones sociales.","","Todas las personas.","Variable derivada, conjunción de las variables P331_IDIOHAB1_COD y su opción ""No habla""."
2024,"persona","imun","Corresponde al código que identfica al municipio o territorio indígena originario campesino donde se llenó el cuestionario censal. EL municipio/TIOC es un espacio geográfico y son unidades territoriales básicas del Estado boliviano. Bolivia cuenta con trescientos cuarenta y tres (343) municipios/TIOCs: - El municipio es la unidad administrativa y política básica del país, conformada por una o varias comunidades y/o centros poblados. Bolivia cuenta con trecientos treinta y cinco (335) municipios en el país. - El TIOC es un espacio geográfico, donde una o varias naciones o pueblos indígenas ejercen su autogobierno y su derecho a la libre determinación. Bolivia cuenta con ocho (8) TIOCs. Código al cual corresponde el municipio o territorio indígena originario campesino de residencia de la persona informante, dentro de cada provincia.","","",""
2024,"persona","iprov","Corresponde al código que identifica la provincia de Bolivia donde se llenó el cuestionario censal. La provincia es un espacio geográfico y es la unidad territorial que se encuentra dentro de un departamento. A diferencia del departamento y del municipio, la provincia no posee autonomía y su función principal es servir como un nivel intermedio de organización. Bolivia cuenta con un total de ciento doce provincias (112).","","",""
2024,"persona","mun_lab_cod","Se refiere al municipio o territorio indígena originario campesino (entidades subnacionales menores del país en las que se subdivide el territorio del Estado Plurinacional de Bolivia) de nacimiento de una persona. Cabe aclarar que el lugar de nacimiento no es sinónimo de lugar de residencia.","","Personas de 7 años o más de edad.","Variable derivada, codificación de municipio donde trabaja."
2024,"persona","mun_nac_cod","Esta variable derivada se refiere al municipio (entidades subnacionales menores del país en las que se subdivide el territorio del Estado Plurinacional de Boliva) de nacimiento de una persona. Cabe aclarar que el lugar de nacimiento no es sinónimo de lugar de residencia.","","Todas las personas.","Variable derivada de la pregunta P35_LUGNAC. Esta variable construye el código de municipio a seis dígitos a partir del código de departamento (IDEP), de provincia (IPROV) y de municipio (IMUN) de la boleta para las personas que declararon en la opción de respuesta 1 y a partir del código de departamento (P35J_DEPTOCOD), código de provincia (P35H1_PROVCOD) y código de municipio (P35H_MUNCOD) para las personas que declararon en la opción de respuesta 2."
2024,"persona","mun_res_cod","Esta variable derivada se refiere al municipio (entidades subnacionales menores del país en las que se subdivide el territorio del Estado Plurinacional de Boliva) de residencia habitual de una persona. Cabe aclarar que el lugar de nacimiento no es sinónimo de lugar de residencia.","","Todas las personas.","Variable derivada de la pregunta P36_LUGRES. Esta variable construye el código de municipio a seis dígitos a partir del código de departamento (IDEP), de provincia (IPROV) y de municipio (IMUN) de la boleta para las personas que declararon en la opción de respuesta 1 y a partir del código de departamento (P36J_DEPTOCOD), código de provincia (P36H1_PROVCOD) y código de municipio (P36H_MUNCOD) para las personas que declararon en la opción de respuesta 2."
2024,"persona","mun_res5_cod","Esta variable derivada se refiere al municipio (entidades subnacionales menores del país en las que se subdivide el territorio del Estado Plurinacional de Boliva) de residencia de una persona el año 2019. Cabe aclarar que el lugar de nacimiento no es sinónimo de lugar de residencia.","","Personas de 5 años o más de edad.","Variable derivada de la pregunta P37_LUGRES5. Esta variable construye el código de municipio a seis dígitos a partir del código de departamento (IDEP), de provincia (IPROV) y de municipio (IMUN) de la boleta para las personas que declararon en la opción de respuesta 1 y a partir del código de departamento (P37J_DEPTOCOD), código de provincia (P37H1_PROVCOD) y código de municipio (P37H_MUNCOD) para las personas que declararon en la opción de respuesta 2."
2024,"persona","nivel_edu","Esta variable derivada se refiere al nivel de instrucción más alto que una persona alcanzó dentro del sistema educativo.","","Personas de 19 años o más de edad. No incluye a la población que reside habitualmente en el exterior y no declararon en la(s) pregunta(s).","Variable derivada a partir de la variable P41A_NIVEL_ACT), “Nivel educativo alcanzado: sistema actual”. Agrupa el nivel educativo alcanzado en las siguientes categorías: 1. Ninguno (categorías 1 al 3 de la variable P41A_NIVEL_ACT), 2. Primaria (categoría 7 de P41A_NIVEL_ACT), 3. Secundaria (categoría 8 de P41A_NIVEL_ACT) y 4. Superior (categorías 9 al 13 de P41A_NIVEL_ACT)."
2024,"persona","ocu_1d_13","Esta variable derivada se refiere a la clasificación de la población en grandes grupos ocupacionales (a un dígito), de acuerdo a la Clasificación de Ocupaciones de Bolivia COB 2023, que es el clasificador homologado en el país que utiliza los criterios de codificación de la CIUO-08, basada en la naturaleza del trabajo y sus competencias. Variable de acuerdo a las definiciones de la décimo tercera Conferencia Internacional de Estadísticos del Trabajo (13° CIET).","49. ¿Cuál es (era) su trabajo, ocupación u oficio principal?","Personas de 7 años o más de edad. No incluye a la población que reside habitualmente en el exterior y no declararon en las preguntas de condición de actividad.","Variable derivada de la pregunta P49 (ocupación codificada), que corresponde a la clasificación en grandes grupos ocupacionales (a un dígito) de acuerdo a la Clasificación de Ocupaciones de Bolivia (COB-2023). La población ocupada incluye aquellas personas que respondieron autoconsumo en la pregunta P46 y a pasantes o aprendices sin recibir pago en la pregunta P48, de acuerdo a las definiciones de la décimo tercera Conferencia Internacional de Estadísticos del Trabajo (13° CIET)."
2024,"persona","ocu_1d_19","Esta variable derivada se refiere a la clasificación de la población en grandes grupos ocupacionales (a un dígito), de acuerdo a la Clasificación de Ocupaciones de Bolivia COB 2023, que es el clasificador homologado en el país que utiliza los criterios de codificación de la CIUO-08, basada en la naturaleza del trabajo y sus competencias. Variable de acuerdo a las definiciones de la décimo novena Conferencia Internacional de Estadísticos del Trabajo (CIET 19°).","","Solo para personas de 7 años o más No incluye a las personas que residen habitualmente en el exterior y que no declararon en las preguntas de residencia habitual ni condición de actividad","Es la clasificación en grandes grupos ocupacionales de acuerdo a la Clasificación de Ocupaciones de Bolivia (COB-2023)"
2024,"persona","p24_parentes","Establece la relación de parentesco de cada miembro del hogar con la jefa o jefe del hogar. Para personas en viviendas particulares se registra el parentesco con la jefa o jefe de hogar. Para las personas en viviendas colectivas, en situación de calle o en transito se registra la opción correspondiente sin importar su parentesco.","24. ¿Qué parentesco tiene con la jefa o jefe del hogar? 1 Jefa o jefe del hogar 2 Esposa(o), conviviente o concubina(o) 3 Hija o hijo 4 Hijastra o hijastro 5 Nuera o yerno 6 Nieta o nieto 7 Hermana o hermano 8 Cuñada o cuñado 9 Madre o padre 10 Suegra o suegro 11 Abuela o abuelo 12 Otro pariente 13 Trabajadora(or) del hogar y sus familiares 14 Otro no pariente 15 Persona en vivienda colectiva 16 Persona que vive en la calle o en tránsito","Todas las personas.",""
2024,"persona","p25_sexo","Se refiere al sexo de la persona, considera las categorías: mujer y hombre.","25. ¿Es mujer u hombre? 1 Mujer 2 Hombre","Todas las personas.",""
2024,"persona","p26_edad","Permite captar la edad de cada persona, entendida como el tiempo transcurrido entre la fecha de nacimiento y la fecha del Censo, expresada en años cumplidos.","26. ¿Cuántos años cumplidos tiene? (si tiene menos de 1 año anote 0)","Todas las personas.",""
2024,"persona","p28_cn","Se refiere a la población que declara que su nacimiento está inscrito en el registro civil boliviano.","28. ¿Su nacimiento esta inscrito en el registro civil boliviano? 1 Sí 2 No","Todas las personas.",""
2024,"persona","p29_ci","Se refiere a la tenencia actual o anterior de la cédula de identidad o cédula boliviana de extranjero.","29. ¿Tiene o tuvo cédula de identidad boliviana? 1 Sí 2 No 3 Cédula boliviana de extranjero","Todas las personas.",""
2024,"persona","p30a_public","Esta pregunta indaga si la persona acude a puesto/centro/hospital de salud público cuando tiene problemas de salud.","30. Cuando tiene problemas de salud acude a: 1 ¿Puesto/centro/hospital de salud público? Sí - No","Todas las personas.",""
2024,"persona","p30b_caja","Esta pregunta indaga si la persona acude a alguna Caja de salud cuando tiene problemas de salud.","30. Cuando tiene problemas de salud acude a: 2 ¿Caja de salud? Sí - No","Todas las personas.",""
2024,"persona","p30c_privad","Esta pregunta indaga si la persona acude a un consultorio/clínica/hospital de salud privado cuando tiene problemas de salud.","30. Cuando tiene problemas de salud acude a: 3 ¿Consultorio/clínica/hospital de salud privado? Sí - No","Todas las personas.",""
2024,"persona","p30d_atedom","Esta pregunta indaga si la persona acude a la atención médica en domicilio cuando tiene problemas de salud.","30. Cuando tiene problemas de salud acude a: 4 ¿Atención médica en domicilio? Sí - No","Todas las personas.",""
2024,"persona","p30e_tradic","Esta pregunta indaga si la persona acude a médica(o) tradicional ancestral cuando tiene problemas de salud.","30. Cuando tiene problemas de salud acude a: 5 ¿Médica(o) tradicional ancestral? Sí - No","Todas las personas.",""
2024,"persona","p30f_autome","Esta pregunta indaga si la persona acude a farmacia sin receta médica o se automedica cuando tiene problemas de salud.","30. Cuando tiene problemas de salud acude a: 6 ¿Farmacia sin receta médica o se automedica? Sí - No","Todas las personas.",""
2024,"persona","p30g_casera","Esta pregunta indaga si la persona acude a remedios caseros cuando tiene problemas de salud.","30. Cuando tiene problemas de salud acude a: 7 ¿Remedios caseros? Sí - No","Todas las personas.",""
2024,"persona","p31_afiliado","Esta pregunta se refiere al registro o afiliación a algún sistema o seguro de salud.","31. Actualmente está registrada(o) o afiliada(o) a: 1 (SUS) Sistema Único de Salud 2 Caja Nacional de Salud, Caja Petrolera, Caja CORDES, Caja de la Banca Privada, COSSMIL, Seguro Universitario u otros 3 Seguro privado de salud 4 Ninguno","Todas las personas.",""
2024,"persona","p31_cobersalud","Esta variable derivada se refiere a la condición de registro o afiliación a un sistema o seguro de salud.","","Todas las personas. No incluye a la población que reside habitualmente en el exterior y no declararon en la pregunta 31.","Variable derivada de la pregunta 31, que agrupa bajo el código 1 (tiene) a las categorías 1 al 3 y con el código 2 (no tiene) a la categoría 4."
2024,"persona","p32_pueblo_cod","Corresponde al listado revisado y agrupado por la Comisión Técnica Interinstitucional de Autoidentificación e Idiomas (CTAI). - Autoidentificación. Es la expresión individual de identificación, cercanía o pertenencia a alguna nación o pueblo indígena originario campesino o afroboliviano, basada en la interacción con su entorno social, adoptando formas de pensamiento y comportamiento en términos de idioma, cultura y/o costumbres que hacen que la persona que se expresa se sienta parte de un grupo social diferente de otro. - Naciones o Pueblos Indígena Originario Campesinos (NPIOC). Son aquellos conjuntos de personas que descienden de poblaciones asentadas con anterioridad a la invasión española y comparten identidad cultural, idioma, tradición histórica, instituciones, territorialidad y/o cosmovisión. Estos se encuentran dentro de las actuales fronteras del territorio boliviano. - Pueblo afroboliviano. Es la colectividad de ascendencia africana llegada a territorio boliviano durante la época colonial, la cual preserva y reproduce total o parcialmente sus tradiciones espirituales, religiosas, culturales y artísticas como la música y danza.","32. ¿Se autoidentifica con alguna nación pueblo indígena originario campesino o afroboliviano? 1 Sí ¿Con cuál? 2 No","Todas las personas.",""
2024,"persona","p32_pueblo_per","Autoidentificación: Es la expresión individual de identificación, cercanía o pertenencia a alguna nación o pueblo indígena originario campesino o afroboliviano, basada en la interacción con su entorno social, adoptando formas de pensamiento y comportamiento en términos de idioma, cultura y/o costumbres que hacen que la persona que se expresa se sienta parte de un grupo social diferente de otro. - Naciones o Pueblos Indígena Originario Campesinos (NPIOC): Son aquellos conjuntos de personas que descienden de poblaciones asentadas con anterioridad a la invasión española y comparten identidad cultural, idioma, tradición histórica, instituciones, territorialidad y/o cosmovisión. Estos se encuentran dentro de las actuales fronteras del territorio boliviano. - Pueblo afroboliviano: Es la colectividad de ascendencia africana llegada a territorio boliviano durante la época colonial, la cual preserva y reproduce total o parcialmente sus tradiciones espirituales, religiosas, culturales y artísticas como la música y danza.","32. ¿Se autoidentifica con alguna nación pueblo indígena originario campesino o afroboliviano? 1 Sí ¿Con cuál? 2 No","Todas las personas.",""
2024,"persona","p32_pueblos","Declaración de la persona sobre su autoidentificación según listado referencial de las naciones, pueblos indígena originario campesino o afroboliviano.","","Todas las personas.","Variable derivada, conjunción de las variables P32_PUEBLOS_PER y P32_PUEBLOS_COD utilizando un listado referencial para las especificaciones de NPIOCyA definidas por la Comisión Técnica Interinstitucional de Autoidentificación e Idiomas (CTAI)."
2024,"persona","p331_idiohab1_cod","Se refiere a la lengua de mayor uso de la persona. La pregunta completa permite registrar hasta 3 idiomas o lenguas que hable la persona.","33. ¿Qué idiomas o lenguas habla?, según el mayor uso: Primero Segundo Tercero No habla","Todas las personas.",""
2024,"persona","p332_idiohab2_cod","Se refiere a la segunda lengua de mayor uso de la persona. La pregunta completa permite registrar hasta 3 idiomas o lenguas que hable la persona.","33. ¿Qué idiomas o lenguas habla?, según el mayor uso: Primero Segundo Tercero No habla","Todas las personas.",""
2024,"persona","p333_idiohab3_cod","Se refiere a la tercera lengua de mayor uso de la persona. La pregunta completa permite registrar hasta 3 idiomas o lenguas que hable la persona.","33. ¿Qué idiomas o lenguas habla?, según el mayor uso: Primero Segundo Tercero No habla","Todas las personas.",""
2024,"persona","p334_idiohab_no","Se refiera a la situación en la que la persona no habla.","33. ¿Qué idiomas o lenguas habla?, según el mayor uso: Primero Segundo Tercero No habla","Todas las personas.",""
2024,"persona","p341_idiomat_cod","Es el primer idioma o lengua que una persona aprendió a hablar en su infancia, generalmente en el entorno familiar o social inmediato.","34. ¿Cuál es el primer idioma o lengua en el que aprendió a hablar en su niñez? No habla","Todas las personas.",""
2024,"persona","p342_idiomat_no","Se refiera a la situación en la que la persona no habla.","34. ¿Cuál es el primer idioma o lengua en el que aprendió a hablar en su niñez? No habla","Todas las personas.",""
2024,"persona","p35_lugnac","Esta pregunta se refiere al lugar geográfico-espacial de nacimiento de una persona. Cabe aclarar que el lugar de nacimiento no es sinónimo de lugar de residencia.","35. ¿Dónde Nació? 1 Aquí en este municipio (pase a la P36.) 2 En otro municipio del País ¿Cuál? ¿De qué Departamento? 1 Chuquisaca 2 La Paz 3 Cochabamba 4 Oruro 5 Potosí 6 Tarija 7 Santa Cruz 8 Beni 9 Pando (pase a la P36) 3 En otro País ¿Cuál? ¿Qué año llegó a Bolivia?","Todas las personas.",""
2024,"persona","p353_paisnac_cod","Esta pregunta se refiere al país de nacimiento de una persona. Cabe aclarar que el país de nacimiento no es sinónimo del país de residencia.","35. ¿Dónde Nació? 1 Aquí en este municipio (pase a la P36.) 2 En otro municipio del País ¿Cuál? ¿De qué Departamento? 1 Chuquisaca 2 La Paz 3 Cochabamba 4 Oruro 5 Potosí 6 Tarija 7 Santa Cruz 8 Beni 9 Pando (pase a la P36) 3 En otro País ¿Cuál? ¿Qué año llegó a Bolivia?","Todas las personas.",""
2024,"persona","p354_anllega","Esta pregunta se refiere al año que la persona llegó a Bolivia, cuando declaró que nació en otro país. Cabe aclarar que el país de nacimiento no es sinónimo del país de residencia.","35. ¿Dónde Nació? 1 Aquí en este municipio (pase a la P36.) 2 En otro municipio del País ¿Cuál? ¿De qué Departamento? 1 Chuquisaca 2 La Paz 3 Cochabamba 4 Oruro 5 Potosí 6 Tarija 7 Santa Cruz 8 Beni 9 Pando (pase a la P36) 3 En otro País ¿Cuál? ¿Qué año llegó a Bolivia?","Todas las personas.",""
2024,"persona","p35h_muncod","Esta pregunta se refiere al municipio en el que nació la persona, siempre que el nacimiento haya ocurrido en Bolivia. Cabe aclarar que el municipio de nacimiento no es sinónimo del municipio de residencia.","35. ¿Dónde Nació? 1 Aquí en este municipio (pase a la P36.) 2 En otro municipio del País ¿Cuál? ¿De qué Departamento? 1 Chuquisaca 2 La Paz 3 Cochabamba 4 Oruro 5 Potosí 6 Tarija 7 Santa Cruz 8 Beni 9 Pando (pase a la P36) 3 En otro País ¿Cuál? ¿Qué año llegó a Bolivia?","Todas las personas.",""
2024,"persona","p35h1_provcod","Esta pregunta se refiere a la provincia en la que nació la persona, siempre que el nacimiento haya ocurrido en Bolivia. Cabe aclarar que la provincia de nacimiento no es sinónimo de la provincia de residencia.","35. ¿Dónde Nació? 1 Aquí en este municipio (pase a la P36.) 2 En otro municipio del País ¿Cuál? ¿De qué Departamento? 1 Chuquisaca 2 La Paz 3 Cochabamba 4 Oruro 5 Potosí 6 Tarija 7 Santa Cruz 8 Beni 9 Pando (pase a la P36) 3 En otro País ¿Cuál? ¿Qué año llegó a Bolivia?","Todas las personas.",""
2024,"persona","p35j_deptocod","Esta pregunta se refiere al departamento en el que nació la persona, siempre que el nacimiento haya ocurrido en Bolivia. Cabe aclarar que el departamento de nacimiento no es sinónimo del departamento de residencia.","35. ¿Dónde Nació? 1 Aquí en este municipio (pase a la P36.) 2 En otro municipio del País ¿Cuál? ¿De qué Departamento? 1 Chuquisaca 2 La Paz 3 Cochabamba 4 Oruro 5 Potosí 6 Tarija 7 Santa Cruz 8 Beni 9 Pando (pase a la P36) 3 En otro País ¿Cuál? ¿Qué año llegó a Bolivia?","Todas las personas.",""
2024,"persona","p36_lugres","Esta pregunta se refiere al lugar geográfico-espacial donde una persona reside o habita de forma regular o permanente. Cabe aclarar que el lugar de residencia no es sinónimo de lugar de nacimiento o de residencia temporal.","36. ¿Dónde vive habitualmente? 1 Aquí, en este municipio. ¿Desde qué año? (PASE A 37) 2 En otro municipio del país ¿Cuál? ¿De qué departamento? 1 Chuquisaca 2 La Paz 3 Cochabmba 4 Oruro 6 Potosí 6 Tarija 7 Santa Cruz 8 Beni 9 Pando (PASE A 37) 3 En otro país ¿Cuál?","Todas las personas.",""
2024,"persona","p361_anres","Esta pregunta se refiere al año desde el cual una persona reside en el lugar geográfico-espacial que habita de forma regular o permanente. Cabe aclarar que el lugar de residencia no es sinónimo de lugar de nacimiento o de residencia temporal.","36. ¿Dónde vive habitualmente? 1 Aquí, en este municipio. ¿Desde qué año? (PASE A P37) 2 En otro municipio del país ¿Cuál? ¿De qué departamento? 1 Chuquisaca 2 La Paz 3 Cochabmba 4 Oruro 6 Potosí 6 Tarija 7 Santa Cruz 8 Beni 9 Pando (PASE A P37) 3 En otro país ¿Cuál?","Todas las personas.",""
2024,"persona","p363_paisres_cod","Esta pregunta se refiere al país donde una persona reside o habita de forma regular o permanente. Cabe aclarar que el país de residencia no es sinónimo del país de nacimiento o de residencia temporal.","36. ¿Dónde vive habitualmente? 1 Aquí, en este municipio. ¿Desde qué año? (PASE A P37) 2 En otro municipio del país ¿Cuál? ¿De qué departamento? 1 Chuquisaca 2 La Paz 3 Cochabmba 4 Oruro 6 Potosí 6 Tarija 7 Santa Cruz 8 Beni 9 Pando (PASE A P37) 3 En otro país ¿Cuál?","Todas las personas.",""
2024,"persona","p36h_muncod","Esta pregunta se refiere al municipio donde una persona reside o habita de forma regular o permanente, siempre que resida en Bolivia. Cabe aclarar que el municipio de residencia no es sinónimo del municipio de nacimiento o de residencia temporal.","36. ¿Dónde vive habitualmente? 1 Aquí, en este municipio. ¿Desde qué año? (PASE A P37) 2 En otro municipio del país ¿Cuál? ¿De qué departamento? 1 Chuquisaca 2 La Paz 3 Cochabmba 4 Oruro 6 Potosí 6 Tarija 7 Santa Cruz 8 Beni 9 Pando (PASE A P37) 3 En otro país ¿Cuál?","Todas las personas.",""
2024,"persona","p36h1_provcod","Esta pregunta se refiere a la provincia donde una persona reside o habita de forma regular o permanente, siempre que resida en Bolivia. Cabe aclarar que la provincia de residencia no es sinónimo de la provincia de nacimiento o de residencia temporal.","36. ¿Dónde vive habitualmente? 1 Aquí, en este municipio. ¿Desde qué año? (PASE A P37) 2 En otro municipio del país ¿Cuál? ¿De qué departamento? 1 Chuquisaca 2 La Paz 3 Cochabmba 4 Oruro 6 Potosí 6 Tarija 7 Santa Cruz 8 Beni 9 Pando (PASE A P37) 3 En otro país ¿Cuál?","Todas las personas.",""
2024,"persona","p36j_deptocod","Esta pregunta se refiere al departamento donde una persona reside o habita de forma regular o permanente, siempre que resida en Bolivia. Cabe aclarar que el departamento de residencia no es sinónimo del departamento de nacimiento o de residencia temporal.","36. ¿Dónde vive habitualmente? 1 Aquí, en este municipio. ¿Desde qué año? (PASE A P37) 2 En otro municipio del país ¿Cuál? ¿De qué departamento? 1 Chuquisaca 2 La Paz 3 Cochabmba 4 Oruro 6 Potosí 6 Tarija 7 Santa Cruz 8 Beni 9 Pando (PASE A P37) 3 En otro país ¿Cuál?","Todas las personas.",""
